Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
926,medianEntropy > 2.72,0.7522,0.8178324365872406,-1.0,-1.0,-1.0
927,meanEntropy > 2.75,0.5022,0.9152119700748129,-1.0,-1.0,-1.0
929,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4929,0.6053475935828877,1.0,1.0,1.0
932,meanEntropy > 2.78,0.2515,0.941358024691358,-1.0,-1.0,-1.0
933,medianEntropy <= 2.72,0.2521,0.6977777777777778,1.0,1.0,1.0
934,medianEntropy > 2.75,0.5068,0.8901830282861897,-1.0,-1.0,1.0
935,medianEntropy <= 2.72,0.2516,0.7072310405643739,1.0,1.0,1.0
937,medianEntropy <= 2.72,0.2512,0.6973026973026973,1.0,1.0,1.0
939,medianEntropy <= 2.72,0.2443,0.7037830121341898,1.0,1.0,1.0
947,medianEntropy <= 2.72,0.2499,0.7135720233139051,1.0,1.0,1.0
948,medianEntropy <= 2.72,0.255,0.700374531835206,1.0,1.0,1.0
949,medianEntropy <= 2.72,0.2474,0.7532097004279601,1.0,1.0,1.0
950,medianEntropy <= 2.72,0.2493,0.7209136331192005,1.0,1.0,1.0
959,medianEntropy > 2.75,0.4973,0.912718204488778,-1.0,-1.0,-1.0
961,medianEntropy > 2.78,0.2487,0.946843853820598,-1.0,-1.0,-1.0
965,medianEntropy <= 2.72,0.2524,0.7165200391006843,1.0,1.0,1.0
967,medianEntropy <= 2.72,0.2551,0.7108594270486343,1.0,1.0,1.0
968,meanEntropy <= 2.72,0.2555,0.7094088259783514,1.0,1.0,1.0
969,medianEntropy > 2.75,0.5021,0.9016697588126159,-1.0,-1.0,1.0
970,medianEntropy <= 2.72,0.2478,0.6870144284128746,1.0,1.0,1.0
972,medianEntropy <= 2.72,0.2535,0.7184377838328792,1.0,1.0,1.0
973,medianEntropy > 2.78,0.2496,0.9534883720930233,-1.0,-1.0,-1.0
974,meanEntropy > 2.78,0.2479,0.9850746268656716,-1.0,-1.0,-1.0
977,medianEntropy > 2.78,0.2569,0.946843853820598,-1.0,-1.0,-1.0
978,medianEntropy <= 2.72,0.2509,0.7278911564625851,1.0,1.0,1.0
980,medianEntropy <= 2.72,0.2543,0.6936736958934517,1.0,1.0,1.0
981,medianEntropy <= 2.72,0.2536,0.7417380660954712,1.0,1.0,1.0
982,medianEntropy <= 2.72,0.2484,0.7061340941512125,1.0,1.0,1.0
983,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4954,0.6166134185303515,1.0,1.0,1.0
985,medianEntropy <= 2.72,0.2523,0.7161921708185054,1.0,1.0,1.0
989,medianEntropy > 2.78,0.2523,0.9501246882793017,-1.0,-1.0,-1.0
990,medianEntropy <= 2.72,0.2487,0.7203107658157603,1.0,1.0,1.0
991,medianEntropy > 2.75,0.5016,0.9001996007984032,-1.0,-1.0,-1.0
993,medianEntropy > 2.75,0.5041,0.908485856905158,-1.0,-1.0,-1.0
995,medianEntropy > 2.78,0.2492,0.9751243781094527,-1.0,-1.0,-1.0
996,medianEntropy > 2.72,0.7441,0.805408583186361,-1.0,-1.0,1.0
998,medianEntropy <= 2.72,0.2472,0.697265625,1.0,1.0,1.0
999,medianEntropy > 2.78,0.253,0.9534883720930233,-1.0,-1.0,-1.0
